,,,,,,,,Miscellaneous,Miscellaneous,Miscellaneous,Team Shooting,Team Shooting,Team,Team,Team,Team,Opponent Shooting,Opponent Shooting,Opponent,Opponent,Opponent,Opponent
Rk,Season,Team,Seed,G,W,L,W/L%,Pace,ORtg,DRtg,eFG%,TS%,TOV%,ORB%,DRB%,FTr,eFG%,TS%,TOV%,ORB%,DRB%,FTr
1082,1996-97,Kentucky,1,40,35,5,.875,,111.6,84.3,.525,.550,16.3,42.6,65.0,.313,.441,.486,26.0,35.0,57.4,.429
1083,1996-97,LIU Brooklyn,13,30,21,9,.700,,109.2,99.7,.500,.520,12.7,36.0,64.5,.314,.515,.543,22.7,35.5,64.0,.376
1084,1996-97,Louisville,6,35,26,9,.743,69.5,105.5,99.5,.506,.542,18.8,39.4,60.2,.418,.485,.526,21.1,39.8,60.6,.414
1085,1996-97,Marquette,7,31,22,9,.710,66.2,102.4,86.9,.496,.523,18.7,38.7,66.1,.386,.412,.448,18.7,33.9,61.3,.320
1086,1996-97,Maryland,5,32,21,11,.656,74.0,101.2,89.8,.497,.540,19.6,35.7,68.8,.502,.457,.493,21.4,31.2,64.3,.352
1087,1996-97,Massachusetts,11,33,19,14,.576,,102.0,99.3,.471,.502,16.8,40.3,63.1,.324,.443,.491,16.5,36.9,59.7,.446
1088,1996-97,Miami (OH),13,30,21,9,.700,68.0,108.0,95.7,.522,.553,17.5,37.8,71.9,.359,.476,.511,18.1,28.1,62.2,.312
1089,1996-97,Minnesota,1,35,31,4,.886,70.9,109.2,88.4,.518,.549,17.0,39.0,67.0,.394,.436,.478,20.8,33.0,61.0,.398
1090,1996-97,Ole Miss,8,29,20,9,.690,67.0,103.0,94.7,.478,.511,17.2,40.3,68.1,.371,.483,.522,21.3,31.9,59.7,.394
1091,1996-97,Montana,16,32,21,11,.656,,102.0,95.6,.510,.534,19.6,38.1,64.5,.378,.470,.504,20.1,35.5,61.9,.373
1092,1996-97,Murray State,15,30,20,10,.667,71.6,109.4,100.8,.498,.539,14.6,36.5,64.4,.350,.470,.507,17.0,35.6,63.5,.371
1093,1996-97,Navy,15,29,20,9,.690,70.6,102.5,95.6,.475,.508,17.9,41.7,69.8,.339,.500,.539,22.1,30.2,58.3,.505
1094,1996-97,New Mexico,3,33,25,8,.758,66.5,113.6,95.2,.549,.584,16.7,35.6,65.3,.427,.448,.482,17.4,34.7,64.4,.288
1095,1996-97,North Carolina,1,35,28,7,.800,69.5,111.4,96.0,.524,.550,16.7,43.7,67.5,.336,.466,.486,16.6,32.5,56.3,.243
1096,1996-97,Oklahoma,11,30,19,11,.633,68.8,107.1,94.2,.487,.533,16.9,39.4,64.0,.422,.472,.518,22.1,36.0,60.6,.457
1097,1996-97,Old Dominion,14,33,22,11,.667,68.8,101.6,95.6,.491,.523,18.3,37.9,63.0,.386,.430,.475,17.3,37.0,62.1,.357
1098,1996-97,Pacific,13,30,24,6,.800,65.3,110.7,91.2,.548,.572,17.3,35.1,69.2,.385,.446,.493,20.0,30.8,64.9,.356
1099,1996-97,Princeton,12,28,24,4,.857,57.8,111.5,92.0,.597,.618,18.2,23.4,66.1,.340,.454,.499,21.2,33.9,76.6,.423
1100,1996-97,Providence,10,36,24,12,.667,72.3,104.3,95.6,.495,.537,17.9,36.1,65.4,.388,.479,.512,20.2,34.6,63.9,.364
1101,1996-97,Purdue,8,30,18,12,.600,70.7,101.1,99.2,.474,.522,19.3,39.1,61.2,.432,.499,.522,20.2,38.8,60.9,.273
1102,1996-97,Rhode Island,9,30,20,10,.667,72.1,110.6,96.7,.514,.543,15.1,38.4,61.6,.333,.454,.492,18.7,38.4,61.6,.381
1103,1996-97,Saint Joseph's,4,33,26,7,.788,,105.6,97.8,.485,.524,15.4,35.1,66.6,.384,.477,.509,18.1,33.4,64.9,.354
1104,1996-97,St. Mary's (CA),14,31,23,8,.742,66.5,104.5,96.3,.536,.568,20.5,34.2,62.4,.469,.448,.485,18.2,37.6,65.8,.354
1105,1996-97,South Alabama,13,30,23,7,.767,61.7,106.9,91.4,.488,.533,17.9,42.2,68.2,.466,.435,.471,17.8,31.8,57.8,.347
1106,1996-97,South Carolina,2,32,24,8,.750,,109.0,98.0,.516,.554,17.5,37.4,65.0,.455,.474,.500,17.4,35.0,62.6,.255
1107,1996-97,Southern California,11,28,17,11,.607,78.0,102.1,97.8,.494,.537,20.1,39.3,62.7,.451,.497,.535,22.1,37.3,60.7,.427
1108,1996-97,Stanford,6,30,22,8,.733,71.6,111.6,95.3,.508,.554,16.0,40.4,67.8,.410,.466,.500,18.5,32.2,59.6,.388
1109,1996-97,Temple,9,31,20,11,.645,61.1,105.6,96.6,.449,.486,13.4,41.2,67.1,.379,.471,.498,17.9,32.9,58.8,.251
1110,1996-97,Texas,10,30,18,12,.600,,101.9,98.0,.472,.510,17.1,36.8,62.8,.392,.470,.517,20.1,37.2,63.2,.495
1111,1996-97,Southwest Texas State,16,29,16,13,.552,,100.6,99.0,.493,.536,20.0,35.8,68.2,.437,.475,.510,17.1,31.8,64.2,.430
1112,1996-97,Tulsa,5,34,24,10,.706,68.8,104.1,90.5,.496,.530,19.3,41.4,66.2,.436,.422,.466,18.5,33.8,58.6,.369
1113,1996-97,UCLA,2,32,24,8,.750,73.1,107.6,99.3,.555,.583,20.7,39.0,63.3,.473,.476,.503,17.6,36.7,61.0,.290
1114,1996-97,Utah,2,33,29,4,.879,,110.1,91.2,.543,.578,17.9,35.3,70.0,.400,.429,.465,16.2,30.0,64.7,.326
1115,1996-97,Valparaiso,12,31,24,7,.774,68.3,110.0,95.6,.523,.553,18.1,41.5,65.8,.411,.459,.503,18.8,34.2,58.5,.478
1116,1996-97,Vanderbilt,10,31,19,12,.613,68.3,101.0,95.1,.500,.547,19.7,33.3,62.0,.500,.482,.508,21.4,38.0,66.7,.282
1117,1996-97,Villanova,4,34,24,10,.706,69.9,107.3,97.1,.510,.547,19.2,43.2,64.6,.436,.454,.489,17.4,35.4,56.8,.354
1118,1996-97,Virginia,9,31,18,13,.581,65.2,103.5,99.3,.485,.515,16.0,36.2,65.1,.328,.458,.490,15.4,34.9,63.8,.326
1119,1996-97,Wake Forest,3,31,24,7,.774,64.5,106.5,90.0,.530,.563,19.3,36.0,68.5,.432,.412,.442,14.7,31.5,64.0,.244
1120,1996-97,Wisconsin,7,28,18,10,.643,62.6,93.9,87.9,.459,.498,20.3,35.2,68.1,.409,.426,.478,21.2,31.9,64.8,.460
1121,1996-97,Xavier,7,29,23,6,.793,75.0,108.2,94.1,.533,.575,20.9,43.3,66.0,.469,.504,.533,23.8,34.0,56.7,.373
1122,1997-98,Arizona,1,35,30,5,.857,78.2,115.6,95.0,.545,.576,15.4,39.1,64.2,.366,.491,.515,21.5,35.8,60.9,.287
1123,1997-98,Arkansas,6,33,24,9,.727,78.7,104.2,91.6,.499,.526,17.5,38.8,61.0,.357,.475,.506,24.1,39.0,61.2,.366
1124,1997-98,Butler,13,33,22,11,.667,66.1,100.9,93.0,.491,.535,19.1,35.1,70.2,.566,.455,.495,18.7,29.8,64.9,.348
1125,1997-98,Charlotte,8,31,20,11,.645,70.5,103.6,95.9,.486,.523,17.0,36.4,67.3,.356,.474,.514,20.0,32.7,63.6,.339
1126,1997-98,Cincinnati,2,33,27,6,.818,,108.0,89.7,.504,.543,18.5,44.6,66.6,.476,.441,.480,20.6,33.4,55.4,.348
1127,1997-98,Clemson,6,32,18,14,.563,,108.0,97.8,.518,.540,15.9,36.5,66.6,.421,.495,.537,21.3,33.4,63.5,.505
1128,1997-98,College of Charleston,14,30,24,6,.800,,105.1,83.1,.492,.527,16.7,37.7,64.2,.363,.428,.458,23.6,35.8,62.3,.298
1129,1997-98,Connecticut,2,37,32,5,.865,69.9,109.6,91.3,.509,.549,16.9,39.9,64.2,.380,.436,.471,19.2,35.8,60.1,.323
1130,1997-98,Davidson,14,30,20,10,.667,,100.8,93.7,.493,.526,19.8,38.0,67.1,.374,.479,.516,21.9,32.9,62.0,.375
1131,1997-98,Delaware,15,30,20,10,.667,,99.0,95.4,.496,.538,19.8,30.0,67.9,.408,.481,.514,19.9,32.1,70.0,.358
1132,1997-98,Detroit Mercy,10,31,25,6,.806,,110.5,93.4,.520,.558,16.5,38.1,64.7,.361,.452,.495,20.4,35.3,61.9,.392
1133,1997-98,Duke,1,36,32,4,.889,,116.6,87.3,.534,.564,14.1,39.7,64.7,.421,.449,.484,23.1,35.3,60.3,.348
1134,1997-98,Eastern Michigan,13,30,20,10,.667,,109.0,103.2,.525,.545,16.3,36.9,65.1,.286,.504,.543,18.5,34.9,63.1,.397
1135,1997-98,Fairleigh Dickinson,15,30,23,7,.767,,106.7,95.8,.514,.548,20.6,44.8,65.4,.454,.467,.495,18.6,34.6,55.2,.332
1136,1997-98,Florida State,12,32,18,14,.563,71.1,100.1,97.1,.492,.525,20.0,39.3,66.3,.399,.455,.498,17.2,33.7,60.7,.389
1137,1997-98,George Washington,9,33,24,9,.727,71.1,102.6,95.3,.484,.520,18.1,38.9,66.9,.464,.448,.495,18.2,33.1,61.1,.456
1138,1997-98,Illinois,5,33,23,10,.697,,102.4,93.2,.500,.530,17.0,32.4,66.8,.339,.465,.504,20.6,33.2,67.6,.370
1139,1997-98,Illinois–Chicago,9,28,22,6,.786,,110.2,97.6,.494,.537,15.4,38.9,64.3,.389,.481,.511,19.4,35.7,61.1,.393
1140,1997-98,Illinois State,9,31,25,6,.806,,106.2,96.2,.540,.564,18.4,32.4,66.9,.340,.476,.514,19.9,33.1,67.6,.402
1141,1997-98,Indiana,7,32,20,12,.625,71.4,107.1,102.3,.542,.578,19.0,32.5,63.4,.392,.498,.526,18.2,36.6,67.5,.317
1142,1997-98,Iona,12,33,27,6,.818,,108.9,94.3,.517,.551,17.3,39.2,60.9,.416,.456,.501,21.8,39.1,60.8,.404
1143,1997-98,Kansas,1,39,35,4,.897,74.7,112.9,89.9,.538,.562,17.5,42.6,67.5,.332,.445,.473,18.4,32.5,57.4,.273
1144,1997-98,Kentucky,2,39,35,4,.897,71.4,111.4,93.1,.534,.558,17.3,42.5,66.7,.339,.444,.483,19.0,33.3,57.5,.346
1145,1997-98,Maryland,4,32,21,11,.656,75.7,102.4,93.7,.503,.537,18.3,35.4,66.0,.403,.464,.499,20.7,34.0,64.6,.378
1146,1997-98,Massachusetts,7,32,21,11,.656,65.3,104.0,96.9,.478,.517,18.1,42.8,65.0,.380,.445,.493,17.0,35.0,57.2,.451
1147,1997-98,Miami (FL),11,28,18,10,.643,73.1,95.8,89.6,.475,.505,20.4,37.0,63.4,.343,.429,.467,20.3,36.6,63.0,.372
1148,1997-98,Michigan,3,34,25,9,.735,69.3,111.2,96.5,.557,.584,19.2,38.8,68.0,.382,.464,.492,16.6,32.0,61.2,.298
1149,1997-98,Michigan State,4,30,22,8,.733,68.2,106.7,93.1,.499,.529,18.1,44.8,67.8,.359,.452,.495,19.3,32.2,55.2,.388
1150,1997-98,Ole Miss,4,29,22,7,.759,73.4,108.7,91.9,.511,.543,17.2,39.7,69.0,.474,.450,.493,19.5,31.0,60.3,.438
1151,1997-98,Murray State,9,33,29,4,.879,,116.3,94.9,.550,.577,15.8,40.1,66.7,.416,.463,.495,17.9,33.3,59.9,.347
1152,1997-98,Navy,16,30,19,11,.633,,97.9,89.2,.461,.499,18.6,38.6,69.0,.405,.453,.494,21.9,31.0,61.4,.427
1153,1997-98,Nebraska,11,32,20,12,.625,,98.7,94.5,.486,.510,19.7,39.2,61.8,.335,.452,.486,19.6,38.2,60.8,.347
1154,1997-98,UNLV,12,33,20,13,.606,68.8,100.9,96.7,.475,.515,16.8,33.3,67.5,.475,.458,.491,16.7,32.5,66.7,.327
1155,1997-98,New Mexico,4,32,24,8,.750,,114.9,100.0,.556,.587,15.7,32.7,65.8,.317,.486,.509,17.0,34.2,67.3,.233
1156,1997-98,Nicholls State,16,29,19,10,.655,,103.5,101.9,.505,.540,18.1,33.5,62.1,.395,.536,.561,22.1,37.9,66.5,.396
1157,1997-98,North Carolina,1,38,34,4,.895,68.0,118.2,94.7,.560,.592,15.8,41.2,65.9,.429,.443,.469,15.9,34.1,58.8,.226
1158,1997-98,Northern Arizona,15,29,21,8,.724,,112.4,94.5,.592,.620,20.6,34.1,67.6,.398,.485,.516,20.9,32.4,65.9,.352
1159,1997-98,Oklahoma,10,33,22,11,.667,69.2,107.0,97.9,.495,.540,18.3,40.4,66.8,.477,.479,.516,18.4,33.2,59.6,.372
1160,1997-98,Oklahoma State,8,29,22,7,.759,71.1,109.1,95.8,.515,.551,16.3,35.8,68.6,.404,.498,.528,21.0,31.4,64.2,.321
1161,1997-98,Prairie View A&M,16,30,13,17,.433,79.5,90.4,99.9,.428,.462,18.4,35.1,59.3,.420,.475,.506,19.1,40.7,64.9,.418
1162,1997-98,Princeton,5,29,27,2,.931,,115.8,89.6,.594,.609,15.7,26.4,66.7,.319,.462,.496,22.5,33.3,73.6,.325
1163,1997-98,Purdue,2,36,28,8,.778,73.6,113.3,97.9,.539,.581,17.7,39.5,55.0,.395,.489,.512,20.0,45.0,60.5,.252
1164,1997-98,Radford,16,30,20,10,.667,,104.5,99.5,.541,.568,21.0,35.7,63.7,.357,.490,.525,19.8,36.3,64.3,.430
1165,1997-98,Rhode Island,8,34,25,9,.735,70.2,110.0,101.3,.514,.549,15.0,34.5,59.1,.371,.459,.493,16.9,40.9,65.5,.323
1166,1997-98,Richmond,14,31,23,8,.742,62.0,112.0,99.1,.527,.555,14.4,33.2,64.2,.327,.499,.515,18.7,35.8,66.8,.245
1167,1997-98,Saint Louis,10,33,22,11,.667,68.5,98.3,92.5,.482,.518,18.8,32.8,61.3,.425,.474,.509,23.7,38.7,67.2,.375
1168,1997-98,San Francisco,14,30,19,11,.633,,106.5,96.4,.518,.546,18.7,40.4,69.2,.315,.509,.544,22.7,30.8,59.6,.438
1169,1997-98,South Alabama,12,28,21,7,.750,,104.3,87.4,.532,.556,21.1,40.9,70.1,.408,.461,.486,21.8,29.9,59.1,.312
1170,1997-98,South Carolina,3,31,23,8,.742,,103.4,97.7,.496,.539,18.6,35.5,65.3,.481,.470,.493,17.1,34.7,64.5,.241
1171,1997-98,South Carolina State,15,30,22,8,.733,,103.8,97.8,.515,.552,20.5,38.0,63.6,.462,.479,.513,19.7,36.4,62.0,.428
1172,1997-98,St. John's (NY),7,32,22,10,.688,68.8,103.9,97.1,.477,.512,18.8,45.9,63.2,.457,.455,.491,18.0,36.8,54.1,.353
1173,1997-98,Stanford,3,35,30,5,.857,,113.6,96.7,.518,.562,16.1,40.6,71.4,.424,.467,.502,16.4,28.6,59.4,.337
1174,1997-98,Syracuse,5,35,26,9,.743,69.7,101.0,95.4,.485,.522,19.0,37.9,63.5,.407,.467,.495,19.7,36.5,62.1,.309
1175,1997-98,Temple,7,30,21,9,.700,63.4,103.1,95.2,.467,.504,15.3,35.9,60.6,.372,.460,.496,21.2,39.4,64.1,.308
1176,1997-98,Tennessee,8,29,20,9,.690,,100.5,93.6,.485,.516,17.5,33.8,62.9,.419,.453,.489,20.1,37.1,66.2,.358
1177,1997-98,TCU,5,33,27,6,.818,81.0,119.1,95.4,.538,.568,15.2,41.6,64.3,.310,.484,.507,18.7,35.7,58.4,.304
1178,1997-98,UCLA,6,33,24,9,.727,76.8,107.8,104.3,.532,.561,18.4,37.8,61.7,.452,.521,.549,19.4,38.3,62.2,.371
1179,1997-98,Utah,3,34,30,4,.882,,111.1,91.4,.532,.576,18.0,38.2,74.5,.478,.434,.482,17.0,25.5,61.8,.370
1180,1997-98,Utah State,13,33,25,8,.758,,108.8,98.0,.523,.559,17.1,36.7,70.6,.422,.487,.516,17.4,29.4,63.3,.332
1181,1997-98,Valparaiso,13,33,23,10,.697,,109.1,101.0,.521,.557,18.3,40.1,65.9,.412,.479,.516,17.2,34.1,59.9,.408
1182,1997-98,Washington,11,30,20,10,.667,74.5,104.7,102.0,.530,.565,20.2,36.8,65.6,.438,.506,.537,18.5,34.4,63.2,.294
1183,1997-98,West Virginia,10,33,24,9,.727,73.5,108.8,93.8,.499,.518,14.8,41.4,63.6,.309,.487,.515,22.6,36.4,58.6,.348
1184,1997-98,Western Michigan,11,29,21,8,.724,72.9,107.6,96.2,.532,.570,17.6,31.2,62.2,.376,.493,.531,23.0,37.8,68.8,.365
1185,1997-98,Xavier,6,30,22,8,.733,74.2,112.2,92.4,.533,.579,19.0,42.5,65.0,.495,.502,.534,25.4,35.0,57.5,.449
1186,1998-99,UAB,12,32,20,12,.625,72.9,101.2,96.4,.494,.528,19.6,37.7,64.4,.392,.471,.506,19.7,35.6,62.3,.369
1187,1998-99,Alcorn State,15,30,23,7,.767,,99.4,87.6,.467,.501,20.3,43.4,66.5,.406,.437,.473,21.3,33.5,56.6,.389
1188,1998-99,Arizona,4,29,22,7,.759,75.3,108.6,99.4,.508,.553,18.4,42.7,66.6,.482,.483,.514,17.4,33.4,57.3,.322
1189,1998-99,Arkansas,4,34,23,11,.676,73.5,106.7,97.4,.511,.534,16.5,36.2,60.2,.286,.478,.509,20.5,39.8,63.8,.351
1190,1998-99,Arkansas State,15,30,18,12,.600,71.6,102.7,95.9,.502,.536,17.9,33.6,63.1,.375,.484,.517,21.5,36.9,66.4,.393
1191,1998-99,Auburn,1,33,29,4,.879,72.2,112.4,85.3,.486,.514,14.0,46.2,66.9,.341,.448,.480,23.7,33.1,53.8,.370
1192,1998-99,Charlotte,5,34,23,11,.676,65.7,103.4,98.3,.483,.518,17.0,37.7,64.4,.390,.474,.511,19.2,35.6,62.3,.361
1193,1998-99,Cincinnati,3,33,27,6,.818,,107.8,89.2,.507,.539,17.4,42.7,65.2,.379,.432,.471,20.4,34.8,57.3,.348
1194,1998-99,College of Charleston,8,31,28,3,.903,,109.1,88.6,.529,.562,18.2,40.1,68.0,.381,.439,.477,21.0,32.0,59.9,.312
1195,1998-99,Connecticut,1,36,34,2,.944,70.4,109.4,86.8,.508,.551,17.2,41.1,66.8,.411,.425,.455,19.4,33.2,58.9,.282
1196,1998-99,Creighton,10,31,22,9,.710,69.6,109.2,98.6,.522,.560,18.5,39.7,70.0,.415,.514,.552,21.7,30.0,60.3,.425
1197,1998-99,Delaware,13,31,25,6,.806,72.3,106.0,93.0,.526,.565,17.7,30.0,66.3,.409,.451,.486,19.1,33.7,70.0,.297
1198,1998-99,Detroit Mercy,12,31,25,6,.806,,104.7,91.2,.500,.542,17.6,34.2,65.8,.357,.428,.466,18.2,34.2,65.8,.339
1199,1998-99,Duke,1,39,37,2,.949,75.4,121.3,88.7,.574,.605,16.2,44.3,65.1,.469,.429,.462,19.6,34.9,55.7,.294
1200,1998-99,Evansville,11,33,23,10,.697,69.8,108.1,102.4,.571,.609,20.2,28.2,66.9,.384,.504,.530,17.6,33.1,71.8,.305
1201,1998-99,Florida,6,31,22,9,.710,74.4,107.0,93.6,.555,.587,20.8,34.5,65.4,.433,.482,.510,21.9,34.6,65.5,.363
1202,1998-99,Florida A&M,16,31,12,19,.387,,93.1,99.3,.425,.466,19.3,40.5,64.2,.456,.488,.531,20.7,35.8,59.5,.495
1203,1998-99,George Mason,14,30,19,11,.633,70.1,103.6,95.0,.509,.528,17.5,36.8,62.6,.330,.485,.516,22.7,37.4,63.2,.350
1204,1998-99,George Washington,11,29,20,9,.690,76.0,104.6,97.3,.459,.505,15.5,39.8,62.8,.372,.501,.543,23.3,37.2,60.2,.459
1205,1998-99,Gonzaga,10,35,28,7,.800,69.9,112.2,93.3,.547,.580,17.5,36.5,66.5,.380,.447,.484,18.4,33.5,63.5,.331
1206,1998-99,Indiana,6,34,23,11,.676,70.4,104.2,96.1,.518,.552,17.9,31.7,64.5,.385,.470,.503,19.4,35.5,68.3,.291
1207,1998-99,Iowa,5,30,20,10,.667,70.2,105.3,99.7,.521,.562,21.2,40.5,65.0,.487,.517,.545,21.6,35.0,59.5,.338
1208,1998-99,Kansas,6,33,23,10,.697,70.4,101.6,90.9,.490,.520,18.4,37.6,66.1,.363,.440,.471,19.2,33.9,62.4,.301
1209,1998-99,Kent State,11,30,23,7,.767,68.8,104.1,92.0,.494,.526,16.9,36.2,66.9,.353,.481,.520,23.4,33.1,63.8,.380
1210,1998-99,Kentucky,3,37,28,9,.757,68.4,109.1,90.7,.530,.551,17.8,41.3,65.5,.359,.439,.470,19.4,34.5,58.7,.296
1211,1998-99,Lafayette,15,30,22,8,.733,,102.2,93.7,.504,.545,18.3,30.3,66.7,.445,.456,.496,20.0,33.3,69.7,.391
1212,1998-99,Louisville,7,30,19,11,.633,72.6,105.9,96.1,.525,.552,19.3,37.9,59.3,.351,.477,.513,22.1,40.7,62.1,.419
1213,1998-99,Maryland,2,34,28,6,.824,76.7,109.8,86.3,.539,.571,18.4,38.6,65.0,.407,.441,.480,23.8,35.0,61.4,.383
1214,1998-99,Miami (FL),2,30,23,7,.767,72.4,99.9,89.4,.510,.547,22.4,39.1,64.8,.405,.437,.469,20.3,35.2,60.9,.315
1215,1998-99,Miami (OH),10,32,24,8,.750,,105.9,94.7,.505,.546,16.1,30.5,70.9,.333,.469,.514,19.5,29.1,69.5,.406
1216,1998-99,Michigan State,1,38,33,5,.868,64.3,111.5,92.5,.514,.548,17.7,45.9,69.0,.326,.471,.510,20.9,31.0,54.1,.376
1217,1998-99,Minnesota,7,28,17,11,.607,,101.9,96.5,.495,.526,18.4,37.5,67.0,.343,.461,.497,18.3,33.0,62.5,.340
1218,1998-99,Ole Miss,9,33,20,13,.606,72.8,105.4,91.9,.518,.542,17.5,35.6,65.5,.430,.468,.508,22.5,34.5,64.4,.406
1219,1998-99,Missouri,8,29,20,9,.690,71.0,101.1,89.1,.499,.527,17.7,31.5,66.8,.388,.437,.470,19.8,33.2,68.5,.324
1220,1998-99,Southwest Missouri State,12,33,22,11,.667,68.7,104.5,94.0,.509,.550,17.6,31.1,68.1,.433,.477,.509,20.5,31.9,68.9,.293
1221,1998-99,Mount St. Mary's,16,30,15,15,.500,,97.9,99.3,.485,.513,18.1,31.7,59.9,.279,.475,.506,19.0,40.1,68.3,.358
1222,1998-99,Murray State,13,33,27,6,.818,70.5,110.1,94.1,.515,.543,17.2,43.0,66.9,.344,.459,.494,18.7,33.1,57.0,.337
1223,1998-99,New Mexico,9,34,25,9,.735,,111.0,100.1,.531,.570,16.1,33.8,67.0,.371,.484,.505,16.4,33.0,66.2,.224
1224,1998-99,New Mexico State,14,33,23,10,.697,,105.3,99.5,.521,.547,18.1,35.9,65.3,.377,.474,.514,18.4,34.7,64.1,.362
1225,1998-99,North Carolina,3,34,24,10,.706,66.4,106.8,97.0,.519,.556,19.5,40.9,68.4,.391,.452,.476,14.0,31.6,59.1,.230
1226,1998-99,Ohio State,4,36,27,9,.750,69.5,106.5,92.3,.519,.539,16.9,37.6,65.1,.392,.463,.500,21.4,34.9,62.4,.352
1227,1998-99,Oklahoma,13,33,22,11,.667,,102.8,90.6,.495,.522,17.7,35.6,69.1,.350,.451,.487,20.0,30.9,64.4,.388
1228,1998-99,Oklahoma State,9,34,23,11,.676,67.0,105.9,93.4,.504,.539,16.6,34.6,65.5,.369,.467,.497,20.4,34.5,65.4,.307
1229,1998-99,Pennsylvania,11,27,21,6,.778,64.8,109.2,93.2,.540,.561,17.0,33.4,72.3,.351,.461,.487,16.6,27.7,66.6,.270
1230,1998-99,Purdue,10,34,21,13,.618,66.9,101.6,97.4,.488,.524,18.7,37.3,62.5,.418,.492,.521,21.0,37.5,62.7,.292
1231,1998-99,Rhode Island,12,33,20,13,.606,68.5,104.7,98.9,.495,.526,17.9,41.4,64.0,.382,.447,.480,14.7,36.0,58.6,.297
1232,1998-99,Samford,14,30,24,6,.800,65.7,110.1,94.6,.584,.608,19.4,28.3,64.9,.442,.463,.506,20.6,35.1,71.7,.382
1233,1998-99,Siena,13,31,25,6,.806,,106.6,98.2,.512,.566,19.8,37.5,62.7,.434,.484,.528,21.7,37.3,62.5,.509
1234,1998-99,St. John's (NY),3,37,28,9,.757,70.8,111.2,92.0,.507,.537,15.5,42.0,66.2,.351,.461,.490,20.1,33.8,58.0,.263
1235,1998-99,Stanford,2,33,26,7,.788,66.9,108.9,90.1,.491,.538,16.2,40.2,70.2,.487,.423,.462,16.4,29.8,59.8,.309
1236,1998-99,Syracuse,8,33,21,12,.636,71.0,101.8,89.0,.495,.523,19.2,39.8,65.6,.342,.436,.477,21.4,34.4,60.2,.336
1237,1998-99,Temple,6,35,24,11,.686,62.0,107.1,94.1,.471,.502,13.9,39.1,63.3,.356,.469,.495,20.8,36.7,60.9,.299
1238,1998-99,Tennessee,4,30,21,9,.700,71.1,101.6,90.9,.482,.526,18.9,36.3,62.9,.452,.430,.472,19.9,37.1,63.7,.316
1239,1998-99,Texas,7,32,19,13,.594,68.8,99.1,94.0,.468,.507,19.3,39.2,66.6,.471,.462,.495,19.1,33.4,60.8,.323
1240,1998-99,UTSA,16,29,18,11,.621,,103.9,101.2,.532,.551,19.1,33.3,64.1,.424,.507,.537,19.9,35.9,66.7,.355
1241,1998-99,Tulsa,9,33,23,10,.697,,98.9,89.6,.497,.533,21.4,36.5,66.9,.463,.432,.477,20.3,33.1,63.5,.454
1242,1998-99,UCLA,5,31,22,9,.710,75.7,101.5,93.0,.495,.515,18.5,39.1,64.3,.365,.466,.519,22.9,35.7,60.9,.529
1243,1998-99,Utah,2,33,28,5,.848,62.4,113.8,88.4,.536,.563,15.7,39.0,73.5,.327,.443,.487,20.1,26.5,61.0,.358
1244,1998-99,Valparaiso,15,32,23,9,.719,67.1,107.9,94.9,.529,.560,19.4,39.4,69.6,.356,.470,.501,18.2,30.4,60.6,.328
1245,1998-99,Villanova,8,32,21,11,.656,69.6,106.4,100.4,.507,.546,18.3,37.6,63.4,.371,.476,.510,17.4,36.6,62.4,.340
1246,1998-99,Washington,7,29,17,12,.586,72.4,102.0,98.3,.522,.556,19.6,32.2,66.9,.489,.469,.501,16.3,33.1,67.8,.277
1247,1998-99,Weber State,14,33,25,8,.758,,109.7,101.2,.532,.563,17.5,37.7,68.1,.362,.527,.554,20.5,31.9,62.3,.326
1248,1998-99,Winthrop,16,29,21,8,.724,67.1,102.0,93.7,.495,.529,18.9,35.5,68.0,.444,.483,.506,20.1,32.0,64.5,.364
1249,1998-99,Wisconsin,5,32,22,10,.688,60.7,102.0,90.6,.500,.541,17.0,28.4,69.1,.355,.461,.498,21.5,30.9,71.6,.375
1250,1999-00,Appalachian State,14,32,23,9,.719,73.2,107.6,94.7,.539,.571,18.6,34.3,65.6,.375,.475,.510,20.9,34.4,65.7,.372
1251,1999-00,Arizona,1,34,27,7,.794,73.0,104.4,91.7,.497,.544,17.6,35.4,65.9,.441,.453,.480,19.4,34.1,64.6,.225
1252,1999-00,Arkansas,11,34,19,15,.559,,101.0,94.8,.497,.513,16.7,33.8,59.1,.287,.482,.523,24.1,40.9,66.2,.445
1253,1999-00,Auburn,7,34,24,10,.706,68.8,102.9,92.9,.466,.496,15.6,40.0,66.5,.323,.465,.498,20.2,33.5,60.0,.311
1254,1999-00,Ball State,11,31,22,9,.710,68.1,105.1,97.7,.512,.532,16.3,34.6,62.9,.370,.478,.505,19.4,37.1,65.4,.278
1255,1999-00,Butler,12,31,23,8,.742,63.7,105.8,86.8,.519,.548,16.9,33.6,70.2,.425,.441,.475,21.0,29.8,66.4,.301
1256,1999-00,Central Connecticut State,15,31,25,6,.806,70.4,103.7,89.6,.491,.528,18.1,39.6,66.9,.360,.433,.471,19.7,33.1,60.4,.299
1257,1999-00,Cincinnati,2,33,29,4,.879,70.1,110.7,87.7,.524,.562,16.4,37.0,67.2,.456,.434,.463,19.7,32.8,63.0,.273
1258,1999-00,Connecticut,5,35,25,10,.714,68.2,109.3,95.6,.506,.542,17.1,41.9,63.9,.341,.442,.479,17.0,36.1,58.1,.295
